,year,month,hour,pm2_5,dewp,temp,pres,cbwd,iws,is,ir,DiaDeLaSemana
42099,2014,10,3,33.0,6,12.0,1024.0,SE,16.09,0,0,Tuesday
42100,2014,10,4,31.0,3,12.0,1024.0,SE,19.22,0,0,Tuesday
42101,2014,10,5,24.0,2,12.0,1024.0,SE,20.11,0,0,Tuesday
42102,2014,10,6,31.0,1,12.0,1024.0,SE,21.9,0,0,Tuesday
42103,2014,10,7,38.0,0,12.0,1025.0,SE,25.03,0,0,Tuesday
42104,2014,10,8,38.0,-2,13.0,1026.0,SE,28.16,0,0,Tuesday
42105,2014,10,9,38.0,-3,13.0,1026.0,SE,31.29,0,0,Tuesday
42106,2014,10,10,38.0,-2,13.0,1026.0,SE,34.42,0,0,Tuesday
42107,2014,10,11,36.0,-3,13.0,1026.0,SE,37.55,0,0,Tuesday
42108,2014,10,12,38.0,-4,14.0,1026.0,SE,40.68,0,0,Tuesday
42109,2014,10,13,37.0,-3,14.0,1025.0,SE,42.47,0,0,Tuesday
42110,2014,10,14,36.0,-3,15.0,1024.0,cv,1.79,0,0,Tuesday
42111,2014,10,15,35.0,-4,15.0,1023.0,SE,4.02,0,0,Tuesday
42112,2014,10,16,33.0,-3,15.0,1023.0,SE,7.15,0,0,Tuesday
42113,2014,10,17,41.0,-3,13.0,1023.0,SE,8.94,0,0,Tuesday
42114,2014,10,18,38.0,0,10.0,1023.0,cv,0.89,0,0,Tuesday
42115,2014,10,19,51.0,3,9.0,1024.0,cv,1.78,0,0,Tuesday
42116,2014,10,20,67.0,2,8.0,1024.0,SE,0.89,0,0,Tuesday
42117,2014,10,21,84.0,3,7.0,1024.0,SE,2.68,0,0,Tuesday
42118,2014,10,22,91.0,2,8.0,1025.0,SE,4.47,0,0,Tuesday
42119,2014,10,23,97.0,3,6.0,1025.0,NE,0.89,0,0,Tuesday
42120,2014,10,0,60.0,3,6.0,1025.0,cv,0.89,0,0,Wednesday
42121,2014,10,1,50.0,3,7.0,1024.0,cv,1.78,0,0,Wednesday
42122,2014,10,2,47.0,3,6.0,1024.0,cv,2.67,0,0,Wednesday
42123,2014,10,3,52.0,4,7.0,1024.0,NE,0.89,0,0,Wednesday
42124,2014,10,4,73.0,4,7.0,1024.0,cv,0.89,0,0,Wednesday
42125,2014,10,5,111.0,3,8.0,1024.0,cv,1.78,0,0,Wednesday
42126,2014,10,6,104.0,3,8.0,1024.0,cv,2.67,0,0,Wednesday
42127,2014,10,7,90.0,3,8.0,1024.0,cv,3.12,0,0,Wednesday
42128,2014,10,8,84.0,3,9.0,1025.0,cv,4.01,0,0,Wednesday
42129,2014,10,9,79.0,2,10.0,1025.0,cv,4.9,0,0,Wednesday
42130,2014,10,10,83.0,3,10.0,1024.0,cv,5.79,0,0,Wednesday
42131,2014,10,11,92.0,4,11.0,1024.0,cv,6.68,0,0,Wednesday
42132,2014,10,12,104.0,5,11.0,1023.0,SE,1.79,0,0,Wednesday
42133,2014,10,13,100.0,6,12.0,1022.0,SE,3.58,0,0,Wednesday
42134,2014,10,14,101.0,6,13.0,1021.0,SE,6.71,0,0,Wednesday
42135,2014,10,15,86.0,6,13.0,1021.0,SE,9.84,0,0,Wednesday
42136,2014,10,16,85.0,7,13.0,1020.0,SE,11.63,0,0,Wednesday
42137,2014,10,17,83.0,7,12.0,1020.0,SE,13.42,0,0,Wednesday
42138,2014,10,18,97.0,6,12.0,1020.0,NE,1.79,0,0,Wednesday
42139,2014,10,19,117.0,7,12.0,1020.0,NE,3.58,0,0,Wednesday
42140,2014,10,20,124.0,7,12.0,1020.0,cv,0.89,0,0,Wednesday
42141,2014,10,21,127.0,7,12.0,1020.0,cv,1.78,0,0,Wednesday
42142,2014,10,22,132.0,7,11.0,1020.0,cv,2.23,0,0,Wednesday
42143,2014,10,23,130.0,7,12.0,1019.0,cv,2.68,0,0,Wednesday
42144,2014,10,0,126.0,8,12.0,1019.0,NE,0.89,0,0,Thursday
42145,2014,10,1,119.0,8,11.0,1019.0,cv,0.89,0,0,Thursday
42146,2014,10,2,108.0,7,12.0,1018.0,SE,0.89,0,0,Thursday
42147,2014,10,3,108.0,7,11.0,1018.0,cv,0.89,0,0,Thursday
42148,2014,10,4,102.0,8,11.0,1017.0,NW,0.89,0,0,Thursday
42149,2014,10,5,110.0,8,11.0,1017.0,NW,1.78,0,0,Thursday
42150,2014,10,6,113.0,8,11.0,1017.0,cv,0.89,0,0,Thursday
42151,2014,10,7,108.0,8,12.0,1017.0,cv,1.78,0,0,Thursday
42152,2014,10,8,116.0,8,12.0,1017.0,NE,1.79,0,0,Thursday
42153,2014,10,9,130.0,7,13.0,1017.0,NW,3.13,0,0,Thursday
42154,2014,10,10,134.0,7,14.0,1016.0,NE,1.79,0,0,Thursday
42155,2014,10,11,136.0,7,15.0,1016.0,cv,0.89,0,0,Thursday
42156,2014,10,12,145.0,7,15.0,1015.0,cv,1.78,0,0,Thursday
42157,2014,10,13,149.0,7,16.0,1014.0,cv,2.67,0,0,Thursday
42158,2014,10,14,133.0,8,16.0,1013.0,cv,3.56,0,0,Thursday
42159,2014,10,15,143.0,8,16.0,1012.0,SE,1.79,0,0,Thursday
42160,2014,10,16,149.0,8,16.0,1012.0,SE,3.58,0,0,Thursday
42161,2014,10,17,164.0,8,14.0,1012.0,SE,5.37,0,0,Thursday
42162,2014,10,18,170.0,9,13.0,1012.0,cv,0.45,0,0,Thursday
42163,2014,10,19,174.0,9,12.0,1013.0,cv,1.34,0,0,Thursday
42164,2014,10,20,191.0,9,10.0,1013.0,cv,2.23,0,0,Thursday
42165,2014,10,21,196.0,9,9.0,1013.0,SE,0.89,0,0,Thursday
42166,2014,10,22,195.0,8,9.0,1013.0,SE,1.78,0,0,Thursday
42167,2014,10,23,214.0,8,9.0,1013.0,NE,0.89,0,0,Thursday
42168,2014,10,0,227.0,8,9.0,1012.0,NW,0.89,0,0,Friday
42169,2014,10,1,217.0,9,10.0,1012.0,cv,0.89,0,0,Friday
42170,2014,10,2,195.0,8,9.0,1012.0,NW,1.79,0,0,Friday
42171,2014,10,3,183.0,8,9.0,1012.0,NW,3.58,0,0,Friday
42172,2014,10,4,179.0,8,8.0,1012.0,NW,5.37,0,0,Friday
42173,2014,10,5,191.0,7,8.0,1012.0,NW,7.16,0,0,Friday
42174,2014,10,6,178.0,7,8.0,1012.0,NW,8.95,0,0,Friday
42175,2014,10,7,183.0,7,8.0,1012.0,NW,10.74,0,0,Friday
42176,2014,10,8,185.0,8,10.0,1012.0,NW,12.53,0,0,Friday
42177,2014,10,9,192.0,9,12.0,1013.0,NW,15.66,0,0,Friday
42178,2014,10,10,199.0,10,14.0,1013.0,NW,18.79,0,0,Friday
42179,2014,10,11,231.0,11,16.0,1012.0,cv,0.89,0,0,Friday
42180,2014,10,12,253.0,12,17.0,1011.0,cv,1.78,0,0,Friday
42181,2014,10,13,281.0,12,17.0,1010.0,cv,2.67,0,0,Friday
42182,2014,10,14,294.0,12,18.0,1010.0,SE,1.79,0,0,Friday
42183,2014,10,15,317.0,12,17.0,1009.0,SE,3.58,0,0,Friday
42184,2014,10,16,318.0,12,17.0,1009.0,SE,5.37,0,0,Friday
42185,2014,10,17,323.0,12,15.0,1010.0,SE,6.26,0,0,Friday
42186,2014,10,18,339.0,11,13.0,1011.0,NE,0.89,0,0,Friday
42187,2014,10,19,341.0,12,13.0,1011.0,cv,0.45,0,0,Friday
42188,2014,10,20,346.0,11,12.0,1011.0,NE,0.89,0,0,Friday
42189,2014,10,21,356.0,10,10.0,1012.0,cv,0.89,0,0,Friday
42190,2014,10,22,383.0,10,11.0,1011.0,NE,0.89,0,0,Friday
42191,2014,10,23,363.0,10,11.0,1011.0,cv,0.45,0,0,Friday
42192,2014,10,0,381.0,10,11.0,1012.0,cv,0.9,0,0,Saturday
42193,2014,10,1,352.0,10,10.0,1012.0,NW,1.79,0,0,Saturday
42194,2014,10,2,319.0,9,10.0,1012.0,NW,3.58,0,0,Saturday
42195,2014,10,3,310.0,10,10.0,1011.0,NE,0.89,0,0,Saturday
42196,2014,10,4,331.0,9,9.0,1011.0,NW,1.79,0,0,Saturday
42197,2014,10,5,332.0,8,8.0,1011.0,NW,3.58,0,0,Saturday
42198,2014,10,6,315.0,8,9.0,1011.0,NW,5.37,0,0,Saturday
42199,2014,10,7,312.0,10,10.0,1011.0,NW,7.16,0,0,Saturday
42200,2014,10,8,310.0,11,12.0,1012.0,NW,10.29,0,0,Saturday
42201,2014,10,9,324.0,11,13.0,1012.0,NW,12.08,0,0,Saturday
42202,2014,10,10,330.0,12,14.0,1012.0,NW,13.87,0,0,Saturday
42203,2014,10,11,324.0,13,16.0,1012.0,cv,0.89,0,0,Saturday
42204,2014,10,12,331.0,12,17.0,1011.0,cv,1.78,0,0,Saturday
42205,2014,10,13,346.0,13,18.0,1011.0,SE,1.79,0,0,Saturday
42206,2014,10,14,352.0,13,19.0,1010.0,SE,3.58,0,0,Saturday
42207,2014,10,15,376.0,13,19.0,1010.0,SE,5.37,0,0,Saturday
42208,2014,10,16,402.0,13,19.0,1010.0,SE,7.16,0,0,Saturday
42209,2014,10,17,423.0,13,17.0,1010.0,SE,8.05,0,0,Saturday
42210,2014,10,18,440.0,13,15.0,1011.0,cv,0.89,0,0,Saturday
42211,2014,10,19,449.0,12,13.0,1011.0,SE,0.89,0,0,Saturday
42212,2014,10,20,472.0,14,15.0,1012.0,SE,2.68,0,0,Saturday
42213,2014,10,21,453.0,12,13.0,1012.0,cv,0.89,0,0,Saturday
42214,2014,10,22,413.0,12,12.0,1013.0,cv,1.78,0,0,Saturday
42215,2014,10,23,396.0,13,13.0,1014.0,cv,2.67,0,0,Saturday
42216,2014,10,0,395.0,13,13.0,1014.0,NW,1.79,0,0,Sunday
42217,2014,10,1,379.0,13,13.0,1015.0,NW,3.58,0,0,Sunday
42218,2014,10,2,341.0,12,12.0,1016.0,NW,6.71,0,0,Sunday
42219,2014,10,3,312.0,10,10.0,1016.0,NW,10.73,0,0,Sunday
42220,2014,10,4,257.0,9,11.0,1017.0,NE,1.79,0,0,Sunday
42221,2014,10,5,183.0,3,14.0,1019.0,NW,4.02,0,0,Sunday
42222,2014,10,6,39.0,0,14.0,1020.0,NW,9.83,0,0,Sunday
42223,2014,10,7,16.0,-2,14.0,1022.0,NE,7.15,0,0,Sunday
42224,2014,10,8,14.0,-4,14.0,1025.0,NE,12.96,0,0,Sunday
42225,2014,10,9,16.0,-4,14.0,1026.0,NE,20.11,0,0,Sunday
42226,2014,10,10,10.0,-8,15.0,1027.0,NE,28.16,0,0,Sunday
42227,2014,10,11,10.0,-9,16.0,1027.0,NE,35.31,0,0,Sunday
42228,2014,10,12,9.0,-12,16.0,1027.0,NE,43.36,0,0,Sunday
42229,2014,10,13,7.0,-11,16.0,1026.0,NE,49.17,0,0,Sunday
42230,2014,10,14,9.0,-13,17.0,1026.0,NE,54.09,0,0,Sunday
42231,2014,10,15,9.0,-11,18.0,1026.0,NE,58.11,0,0,Sunday
42232,2014,10,16,10.0,-14,17.0,1026.0,NE,62.13,0,0,Sunday
42233,2014,10,17,8.0,-12,16.0,1026.0,NE,65.26,0,0,Sunday
42234,2014,10,18,9.0,-12,14.0,1027.0,NE,68.39,0,0,Sunday
42235,2014,10,19,17.0,-13,14.0,1027.0,NE,72.41,0,0,Sunday
42236,2014,10,20,15.0,-13,13.0,1028.0,NW,4.92,0,0,Sunday
42237,2014,10,21,15.0,-13,12.0,1029.0,NE,4.02,0,0,Sunday
42238,2014,10,22,12.0,-12,9.0,1030.0,NE,7.15,0,0,Sunday
42239,2014,10,23,9.0,-13,10.0,1031.0,NE,11.17,0,0,Sunday
42240,2014,10,0,10.0,-14,11.0,1031.0,NE,15.19,0,0,Monday
42241,2014,10,1,9.0,-15,10.0,1032.0,NE,19.21,0,0,Monday
42242,2014,10,2,12.0,-13,9.0,1032.0,NE,22.34,0,0,Monday
42243,2014,10,3,9.0,-13,9.0,1032.0,NE,25.47,0,0,Monday
42244,2014,10,4,13.0,-11,8.0,1032.0,NE,27.26,0,0,Monday
42245,2014,10,5,14.0,-9,6.0,1032.0,cv,0.89,0,0,Monday
42246,2014,10,6,12.0,-5,3.0,1033.0,cv,1.34,0,0,Monday
42247,2014,10,7,24.0,-5,3.0,1033.0,cv,2.23,0,0,Monday
42248,2014,10,8,23.0,-7,8.0,1034.0,cv,3.12,0,0,Monday
42249,2014,10,9,31.0,-10,10.0,1034.0,cv,4.01,0,0,Monday
42250,2014,10,10,57.0,-9,11.0,1034.0,cv,5.8,0,0,Monday
42251,2014,10,11,43.0,-11,13.0,1034.0,cv,7.59,0,0,Monday
42252,2014,10,12,35.0,-9,13.0,1033.0,SE,3.13,0,0,Monday
42253,2014,10,13,31.0,-10,14.0,1032.0,SE,7.15,0,0,Monday
42254,2014,10,14,30.0,-9,14.0,1031.0,SE,10.28,0,0,Monday
42255,2014,10,15,25.0,-7,15.0,1030.0,SE,14.3,0,0,Monday
42256,2014,10,16,33.0,-5,14.0,1030.0,SE,17.43,0,0,Monday
42257,2014,10,17,39.0,-6,13.0,1029.0,SE,20.56,0,0,Monday
42258,2014,10,18,40.0,-6,11.0,1030.0,SE,23.69,0,0,Monday
42259,2014,10,19,60.0,-6,11.0,1030.0,SE,27.71,0,0,Monday
42260,2014,10,20,68.0,-4,10.0,1030.0,SE,30.84,0,0,Monday
42261,2014,10,21,57.0,-2,9.0,1030.0,SE,33.97,0,0,Monday
42262,2014,10,22,51.0,0,8.0,1030.0,SE,35.76,0,0,Monday
42263,2014,10,23,26.0,1,5.0,1030.0,NE,0.89,0,0,Monday
42264,2014,10,0,50.0,1,5.0,1030.0,SE,1.79,0,0,Tuesday
42265,2014,10,1,42.0,0,5.0,1030.0,cv,0.89,0,0,Tuesday
42266,2014,10,2,43.0,1,5.0,1029.0,NE,0.89,0,0,Tuesday
42267,2014,10,3,74.0,1,5.0,1029.0,cv,0.89,0,0,Tuesday
42268,2014,10,4,87.0,0,4.0,1029.0,SE,0.89,0,0,Tuesday
42269,2014,10,5,78.0,0,3.0,1029.0,SE,1.78,0,0,Tuesday
42270,2014,10,6,77.0,1,3.0,1029.0,NE,0.89,0,0,Tuesday
42271,2014,10,7,91.0,1,3.0,1029.0,NE,1.78,0,0,Tuesday
42272,2014,10,8,99.0,3,6.0,1029.0,NE,2.67,0,0,Tuesday
42273,2014,10,9,92.0,1,8.0,1029.0,cv,0.89,0,0,Tuesday
42274,2014,10,10,83.0,2,10.0,1029.0,cv,1.78,0,0,Tuesday
42275,2014,10,11,94.0,3,11.0,1028.0,cv,2.67,0,0,Tuesday
42276,2014,10,12,90.0,3,13.0,1027.0,cv,4.46,0,0,Tuesday
42277,2014,10,13,68.0,3,14.0,1026.0,cv,6.25,0,0,Tuesday
42278,2014,10,14,60.0,2,14.0,1025.0,SE,3.13,0,0,Tuesday
42279,2014,10,15,53.0,2,14.0,1025.0,cv,3.13,0,0,Tuesday
42280,2014,10,16,51.0,2,14.0,1025.0,SE,1.79,0,0,Tuesday
42281,2014,10,17,52.0,2,14.0,1024.0,SE,4.92,0,0,Tuesday
42282,2014,10,18,51.0,2,13.0,1025.0,SE,8.05,0,0,Tuesday
42283,2014,10,19,47.0,2,14.0,1025.0,SE,11.18,0,0,Tuesday
42284,2014,10,20,47.0,3,12.0,1025.0,cv,0.89,0,0,Tuesday
42285,2014,10,21,59.0,5,10.0,1025.0,SE,0.89,0,0,Tuesday
42286,2014,10,22,59.0,5,10.0,1025.0,SE,1.78,0,0,Tuesday
42287,2014,10,23,74.0,6,9.0,1025.0,SE,2.67,0,0,Tuesday
42288,2014,10,0,93.0,5,8.0,1025.0,NE,0.89,0,0,Wednesday
42289,2014,10,1,101.0,5,8.0,1025.0,cv,0.89,0,0,Wednesday
42290,2014,10,2,111.0,6,7.0,1025.0,cv,1.34,0,0,Wednesday
42291,2014,10,3,139.0,5,7.0,1024.0,cv,2.23,0,0,Wednesday
42292,2014,10,4,129.0,5,6.0,1024.0,NW,0.89,0,0,Wednesday
42293,2014,10,5,127.0,4,5.0,1024.0,NW,1.78,0,0,Wednesday
42294,2014,10,6,114.0,5,6.0,1024.0,NW,3.57,0,0,Wednesday
42295,2014,10,7,98.0,4,6.0,1025.0,NW,5.36,0,0,Wednesday
42296,2014,10,8,102.0,5,8.0,1025.0,NW,7.15,0,0,Wednesday
42297,2014,10,9,106.0,6,10.0,1025.0,NW,8.94,0,0,Wednesday
42298,2014,10,10,111.0,5,12.0,1025.0,NW,10.73,0,0,Wednesday
42299,2014,10,11,106.0,4,14.0,1025.0,cv,0.89,0,0,Wednesday
42300,2014,10,12,105.0,4,15.0,1024.0,cv,1.78,0,0,Wednesday
42301,2014,10,13,108.0,4,16.0,1024.0,cv,2.67,0,0,Wednesday
42302,2014,10,14,107.0,4,16.0,1023.0,cv,4.46,0,0,Wednesday
42303,2014,10,15,113.0,4,16.0,1023.0,cv,5.35,0,0,Wednesday
42304,2014,10,16,126.0,4,15.0,1023.0,SE,1.79,0,0,Wednesday
42305,2014,10,17,141.0,6,14.0,1023.0,NE,0.89,0,0,Wednesday
42306,2014,10,18,158.0,7,12.0,1023.0,SE,0.89,0,0,Wednesday
42307,2014,10,19,170.0,7,11.0,1023.0,SE,1.78,0,0,Wednesday
42308,2014,10,20,176.0,7,11.0,1023.0,SE,2.67,0,0,Wednesday
42309,2014,10,21,183.0,7,11.0,1023.0,SE,3.56,0,0,Wednesday
42310,2014,10,22,193.0,7,12.0,1024.0,cv,0.45,0,0,Wednesday
42311,2014,10,23,215.0,8,11.0,1024.0,SE,0.89,0,0,Wednesday
42312,2014,10,0,215.0,7,11.0,1023.0,SE,1.78,0,1,Thursday
42313,2014,10,1,210.0,7,11.0,1023.0,SE,2.67,0,0,Thursday
42314,2014,10,2,214.0,7,11.0,1023.0,SE,3.56,0,0,Thursday
42315,2014,10,3,214.0,6,11.0,1023.0,cv,0.89,0,0,Thursday
42316,2014,10,4,272.0,7,10.0,1022.0,NE,1.79,0,0,Thursday
42317,2014,10,5,198.0,7,10.0,1022.0,NW,1.79,0,0,Thursday
42318,2014,10,6,176.0,8,10.0,1022.0,cv,0.45,0,0,Thursday
42319,2014,10,7,159.0,8,10.0,1023.0,cv,0.9,0,0,Thursday
42320,2014,10,8,158.0,8,11.0,1024.0,cv,1.35,0,0,Thursday
42321,2014,10,9,137.0,7,12.0,1024.0,NE,1.79,0,1,Thursday
42322,2014,10,10,156.0,7,12.0,1024.0,NE,2.68,0,0,Thursday
42323,2014,10,11,161.0,6,13.0,1024.0,cv,0.89,0,0,Thursday
42324,2014,10,12,163.0,6,14.0,1023.0,cv,1.78,0,0,Thursday
42325,2014,10,13,178.0,7,14.0,1022.0,NE,0.89,0,0,Thursday
42326,2014,10,14,180.0,7,15.0,1022.0,cv,0.89,0,0,Thursday
42327,2014,10,15,179.0,6,15.0,1021.0,SE,1.79,0,0,Thursday
42328,2014,10,16,182.0,6,15.0,1021.0,cv,0.89,0,0,Thursday
42329,2014,10,17,192.0,7,14.0,1021.0,cv,1.34,0,0,Thursday
42330,2014,10,18,199.0,8,13.0,1022.0,cv,1.79,0,0,Thursday
42331,2014,10,19,208.0,8,12.0,1022.0,cv,2.68,0,0,Thursday
42332,2014,10,20,212.0,8,13.0,1022.0,NW,1.79,0,0,Thursday
42333,2014,10,21,193.0,8,12.0,1023.0,cv,0.89,0,0,Thursday
42334,2014,10,22,205.0,8,12.0,1023.0,cv,1.78,0,0,Thursday
42335,2014,10,23,206.0,9,12.0,1023.0,cv,2.67,0,1,Thursday
42336,2014,10,0,212.0,10,11.0,1022.0,NE,0.89,0,0,Friday
42337,2014,10,1,216.0,9,11.0,1022.0,cv,0.89,0,0,Friday
42338,2014,10,2,232.0,8,12.0,1022.0,NE,0.89,0,0,Friday
42339,2014,10,3,223.0,9,11.0,1022.0,NW,0.89,0,0,Friday
42340,2014,10,4,229.0,9,11.0,1021.0,SE,0.89,0,0,Friday
42341,2014,10,5,206.0,9,11.0,1021.0,NW,0.89,0,0,Friday
42342,2014,10,6,194.0,9,11.0,1021.0,cv,0.89,0,0,Friday
42343,2014,10,7,211.0,9,12.0,1021.0,NE,0.89,0,0,Friday
42344,2014,10,8,225.0,10,12.0,1022.0,NE,1.78,0,0,Friday
42345,2014,10,9,169.0,10,14.0,1022.0,cv,0.89,0,0,Friday
42346,2014,10,10,144.0,10,14.0,1022.0,cv,2.68,0,0,Friday
42347,2014,10,11,150.0,10,14.0,1021.0,cv,3.57,0,1,Friday
42348,2014,10,12,144.0,10,15.0,1021.0,SE,1.79,0,0,Friday
42349,2014,10,13,143.0,10,15.0,1020.0,SE,3.58,0,1,Friday
42350,2014,10,14,143.0,10,15.0,1019.0,SE,5.37,0,2,Friday
42351,2014,10,15,145.0,9,15.0,1019.0,SE,7.16,0,0,Friday
42352,2014,10,16,152.0,9,15.0,1019.0,SE,8.95,0,0,Friday
42353,2014,10,17,165.0,10,14.0,1018.0,cv,0.89,0,0,Friday
42354,2014,10,18,176.0,9,14.0,1019.0,cv,1.78,0,0,Friday
42355,2014,10,19,209.0,9,13.0,1019.0,cv,2.67,0,0,Friday
42356,2014,10,20,224.0,10,13.0,1019.0,cv,3.56,0,0,Friday
42357,2014,10,21,200.0,10,14.0,1020.0,SE,1.79,0,0,Friday
42358,2014,10,22,188.0,10,14.0,1020.0,SE,4.92,0,0,Friday
42359,2014,10,23,184.0,10,13.0,1019.0,SE,6.71,0,0,Friday
42360,2014,11,0,180.0,10,13.0,1019.0,NW,1.79,0,0,Saturday
42361,2014,11,1,189.0,8,9.0,1019.0,cv,0.89,0,0,Saturday
42362,2014,11,2,215.0,8,9.0,1019.0,cv,1.34,0,0,Saturday
42363,2014,11,3,180.0,8,8.0,1019.0,NW,1.79,0,0,Saturday
42364,2014,11,4,81.0,6,6.0,1019.0,cv,0.89,0,0,Saturday
42365,2014,11,5,78.0,4,4.0,1019.0,NW,1.79,0,0,Saturday
42366,2014,11,6,24.0,5,6.0,1019.0,NE,0.89,0,0,Saturday
42367,2014,11,7,26.0,5,5.0,1020.0,cv,0.89,0,0,Saturday
42368,2014,11,8,29.0,6,8.0,1020.0,cv,1.78,0,0,Saturday
42369,2014,11,9,22.0,6,11.0,1020.0,cv,2.67,0,0,Saturday
42370,2014,11,10,14.0,2,14.0,1021.0,NW,4.92,0,0,Saturday
42371,2014,11,11,11.0,-2,15.0,1020.0,NW,12.97,0,0,Saturday
42372,2014,11,12,12.0,-6,15.0,1020.0,NW,20.12,0,0,Saturday
42373,2014,11,13,11.0,-6,15.0,1019.0,NW,25.93,0,0,Saturday
42374,2014,11,14,13.0,-7,16.0,1018.0,NW,31.74,0,0,Saturday
42375,2014,11,15,12.0,-7,16.0,1018.0,NW,37.55,0,0,Saturday
42376,2014,11,16,9.0,-9,15.0,1018.0,NW,44.7,0,0,Saturday
42377,2014,11,17,10.0,-8,15.0,1018.0,NW,50.51,0,0,Saturday
42378,2014,11,18,10.0,-7,14.0,1018.0,NW,56.32,0,0,Saturday
42379,2014,11,19,15.0,-6,14.0,1019.0,NW,61.24,0,0,Saturday
42380,2014,11,20,18.0,-5,14.0,1019.0,NW,65.26,0,0,Saturday
42381,2014,11,21,18.0,-5,13.0,1020.0,NW,69.28,0,0,Saturday
42382,2014,11,22,14.0,-7,13.0,1021.0,NW,77.33,0,0,Saturday
42383,2014,11,23,16.0,-8,12.0,1021.0,NW,88.51,0,0,Saturday
42384,2014,11,0,10.0,-10,11.0,1022.0,NW,98.34,0,0,Sunday
42385,2014,11,1,9.0,-10,10.0,1022.0,NW,106.39,0,0,Sunday
42386,2014,11,2,6.0,-11,10.0,1022.0,NW,113.54,0,0,Sunday
42387,2014,11,3,8.0,-12,9.0,1022.0,NW,120.69,0,0,Sunday
42388,2014,11,4,6.0,-11,9.0,1022.0,NW,130.52,0,0,Sunday
42389,2014,11,5,3.0,-11,9.0,1023.0,NW,138.57,0,0,Sunday
42390,2014,11,6,2.0,-10,8.0,1023.0,NW,147.51,0,0,Sunday
42391,2014,11,7,8.0,-9,9.0,1024.0,NW,153.32,0,0,Sunday
42392,2014,11,8,8.0,-8,10.0,1025.0,NW,159.13,0,0,Sunday
42393,2014,11,9,7.0,-9,11.0,1026.0,NW,164.05,0,0,Sunday
42394,2014,11,10,6.0,-10,11.0,1025.0,NW,171.2,0,0,Sunday
42395,2014,11,11,8.0,-10,12.0,1025.0,NW,177.01,0,0,Sunday
42396,2014,11,12,6.0,-10,14.0,1024.0,NW,184.16,0,0,Sunday
42397,2014,11,13,9.0,-12,14.0,1023.0,NW,193.99,0,0,Sunday
42398,2014,11,14,8.0,-12,14.0,1022.0,NW,202.93,0,0,Sunday
42399,2014,11,15,7.0,-12,15.0,1022.0,NW,210.08,0,0,Sunday
42400,2014,11,16,10.0,-12,15.0,1022.0,NW,218.13,0,0,Sunday
42401,2014,11,17,10.0,-12,14.0,1022.0,NW,223.94,0,0,Sunday
42402,2014,11,18,11.0,-11,13.0,1022.0,NW,229.75,0,0,Sunday
42403,2014,11,19,10.0,-11,12.0,1022.0,NW,234.67,0,0,Sunday
42404,2014,11,20,7.0,-11,12.0,1022.0,NW,238.69,0,0,Sunday
42405,2014,11,21,8.0,-7,8.0,1023.0,NW,240.48,0,0,Sunday
42406,2014,11,22,7.0,-5,5.0,1022.0,cv,0.89,0,0,Sunday
42407,2014,11,23,10.0,-4,5.0,1022.0,cv,1.78,0,0,Sunday
42408,2014,11,0,17.0,-3,3.0,1022.0,cv,2.67,0,0,Monday
42409,2014,11,1,22.0,-3,3.0,1022.0,cv,3.12,0,0,Monday
42410,2014,11,2,28.0,-5,4.0,1022.0,cv,4.91,0,0,Monday
42411,2014,11,3,28.0,-3,3.0,1022.0,NE,0.89,0,0,Monday
42412,2014,11,4,26.0,-3,3.0,1022.0,cv,0.45,0,0,Monday
42413,2014,11,5,25.0,-4,1.0,1022.0,NW,3.13,0,0,Monday
42414,2014,11,6,20.0,-3,0.0,1022.0,cv,0.89,0,0,Monday
42415,2014,11,7,11.0,-3,0.0,1022.0,cv,1.78,0,0,Monday
42416,2014,11,8,28.0,-1,5.0,1023.0,SE,1.79,0,0,Monday
42417,2014,11,9,39.0,-4,10.0,1023.0,cv,0.89,0,0,Monday
42418,2014,11,10,38.0,-6,13.0,1022.0,NW,1.79,0,0,Monday
42419,2014,11,11,14.0,-5,15.0,1022.0,cv,1.79,0,0,Monday
42420,2014,11,12,11.0,-5,17.0,1021.0,cv,3.58,0,0,Monday
42421,2014,11,13,18.0,-7,18.0,1019.0,SE,3.13,0,0,Monday
42422,2014,11,14,8.0,-8,19.0,1018.0,SE,6.26,0,0,Monday
42423,2014,11,15,10.0,-8,20.0,1018.0,SE,9.39,0,0,Monday
42424,2014,11,16,10.0,-8,20.0,1018.0,SE,12.52,0,0,Monday
42425,2014,11,17,11.0,-8,20.0,1018.0,SE,15.65,0,0,Monday
42426,2014,11,18,23.0,-8,20.0,1018.0,SE,18.78,0,0,Monday
42427,2014,11,19,34.0,-5,14.66666667,1018.0,cv,0.89,0,0,Monday
42428,2014,11,20,40.0,1,9.333333333,1018.0,cv,1.78,0,0,Monday
42429,2014,11,21,43.0,0,4.0,1017.0,cv,2.67,0,0,Monday
42430,2014,11,22,48.0,0,4.0,1017.0,cv,3.56,0,0,Monday
42431,2014,11,23,57.0,0,4.0,1017.0,cv,4.45,0,0,Monday
42432,2014,11,0,61.0,0,4.0,1017.0,cv,5.34,0,0,Tuesday
42433,2014,11,1,60.0,0,4.0,1017.0,cv,6.23,0,0,Tuesday
42434,2014,11,2,68.0,-1,2.0,1017.0,NE,1.79,0,0,Tuesday
42435,2014,11,3,76.0,0,2.0,1016.0,NE,2.68,0,0,Tuesday
